Category,Resume
Health and fitness,skill computer easily operate operating system like window 10bntgbqlmkk work m office word excel powerpoint ckekjofvwq easily operate internet gym management software website mobile application qunsobcudteducation detail january 2010 advance diploma hotel management j w institute hotel management gym management consultant gym management consultant sculpt fitness centre skill detail excel exprience 96 month powerpoint exprience 96 month word exprience 96 month gym management software exprience 96 monthscompany detail company sculpt fitness centre description 2015 present sale fitness operation company ab fitness club description fitness sale administration facility house keep company ab fitness club description sale fitness operation company ultimate fitness club description company tripod fitness arena description sale administration company c k fitness description sale fitness staff recruitment key role design promote activity meet customer demand generate revenue advertise promote club centre increase usage consider market research recruit train supervising staff include manage staff rota take daily weekly monthly report fitness manager sale team lead housekeep head carry health safety check equipment site retain exist member provide good quality service provide good sale program prioritize target activity user group especially local authority centre customer relationship provide train sale staff deal enquiries complaint emergency deliver fitness training coach sport activity often good way maintain contact customer prepare check budget generate revenue cash keep stock record supplement utilize group x studio schedule excite grouper batch write monthly weekly report prepare cash projection centre owner enhance profitability organize deliver appropriate range fitness activity program keep statistical financial record keep check maintenance fitness equipment facility ensure compliance health safety legislation maintain customer service fitness hospitality standard plan undertaking administrative task promote marketing business company endurance fitness club description fitness sale administration facility house keep
Health and fitness,education detail january 2009 pbntgbqlmkkgckekjofvwq sport science drqunsobcudt bmn college home science january 2008 bsc food science nutrition drrynoolxhuv bmn college home science january 2004 hsc central railway jrsajhwmuxoo college science commerce january 2002 ssc history y modern english school msc nutrition college home science nutritionist health promoter 9yrs experience nutritionist health coach skill detail company detail company ugc net description career objective use qualification nutritionist health promoter contribute well individual communityiqmadshiyn ugc net certificate lectureship mar 2013 skill learnt work team environmentiszogerzlf work individualbrbegnceae time management ensure customer serve sufficiently task complete high standard work pressure busy environment personal presentation communication skills 9 year work experience healthcare startup health club enhance communication skill discussion health fitness professional client write article design customize diet plan confident communicate people level ensure need meet leadership skill leadership skill develop high school college group leader team work essential also conflict resolution skill develop oral skill volunteer activity leadership roles university requirement involve many public speaking opportunity communicate general public ask question give presentation help develop public speaking skill comfortable public speaking role
Health and fitness,education detail may 2014 diploma nutrition education bengaluru karnataka ignou university june 2004 bachelor science clinical nutrition dietetics bengaluru karnataka smtbntgbqlmkk vhd institute homescience health wellness coach advance pg diploma clinical research clinical data management sa skill detail company detail company goqii technology ltd description motivate player ickekjofvwqequnsobcudt goqii subscriber make permanent shift healthier lifestyle enhance health nutrition karma track analyse player lifestyle fitness data capture goqii bandrynoolxhuv design custom wellness fitness goal mutually player coach meet goalssajhwmuxoo interact goqii player daily basis via goqii app text audioiqmadshiyn company description via health marketing innovation viamedia health jointly organize national campaign maternal nutrition evaluation glaxosmithkline consumer healthcareiszogerzlf conduct maternal nutritional counselling camp practice gynaecologist different hospital clinic allot medical representativebrbegnceae convey importance every nutrient require time food contain type nutrient coordinate area branch manager turn report viamedia manager daily report company lifekonnect department description unite health care india pvt ltd lifekonnect business offer health checkup across 800 city 3000 diagnostic centre leader business also look operation organise supervise medical customer different insurance company whose medical come rule regulation irda mnyl iinsurance baxa life insurance metlife insurance canara hsbc insurance proactively monitor deferral ensure do within stipulated time line ensure high level professionalism pro active customer relationship management resolve query complaint fair manner within specified time co ordinate lifekonnect member different centre turn report team leader company vlcc healthcare ltd description counsel individual nutrition status provide diet instruction client impact eat nutrition create present service client handle enquiry customer distributor email letter telephone etc prepare payment bill customer assist slimming manager conference call discus nutritional care plan nutrition education co ordinate sale member turn report sale manager
Health and fitness,education detail january 1992 january 2003 first year science mumbai maharashtra st micheal high personal fitness trainer level3 personal trainer skill detail company detail company golds gym fitness solution flora hotel description certification american college sport science gold gym heart saver reps level 3 responsibility obtain challenging position commensurate qualification experience field health fitness environmentbntgbqlmkk accomplishment good skill use fitness
Health and fitness,education detail january 2018 mbntgbqlmkksckekjofvwq nutrition exercise physiology new york ny teacher college columbia university january 2016 bqunsobcudtsrynoolxhuv nutrition dietetics miami fl florida international university january 2011 bsajhwmuxoosciqmadshiyn general microbiology pune maharashtra abasaheb garware college group fitness instructor india group fitness instructor india columbia university skill detail company detail company columbia university description present organize high energy weight train cardiovascular indoor cycling class accommodate participant vary age group cultural background fitness level help achieve fitness goalsiszogerzlf company columbia dental school description provide detailed nutrition counsel telephonic follow dental patient accompany metabolic condition like diabetes hypertension obesitybrbegnceae
Civil Engineer,education detail b e civil engineering civil engineering chennai tamil nadu anna university zojytevalsyzlhpeiqolrfakdntwldsleqsafzvn
Civil Engineer,education detail january 2005 sbntgbqlmkksckekjofvwqc baramati maharashtra mqunsobcudterynoolxhuvssajhwmuxoo highschool biqmadshiyneiszogerzlf civil engineering pune maharashtra singhad institute technology science civil site engineer civil engineer skill detail site engineer exprience 60 monthscompany detail company vasundhara nirmiti property description civil engineer company shri balaji housing company description execution civil work company ganesh construction description site engineer
Civil Engineer,skill 1bntgbqlmkkautocad 2ckekjofvwqpro v 3qunsobcudtcatia 4rynoolxhuvword excel 5sajhwmuxoophotoshop industrial exposure industrial visit larsen tubro l 3 month industrial training inplant training ashoka buildcon training infrastructure setup maintenanceiqmadshiyneducation detail january 2017 master structure nashik maharashtra universal university nashik civil engineer civil engineer skill detail autocad exprience 1 month catia exprience 6 month maintenance exprience 48 month photoshop exprience 1 month train exprience 6 monthscompany detail company color sky decor llc dubai description role civil engineer company girija construction devolopers description role civil engineer company showrooms villa hotel description 1iszogerzlfexterior interior building villa etcbrbegnceae 2 construction new building villa 3 preparing bill quantities schedule etc company showroom villa hotel description maintenance interior outfit work apartment showroom villa hotel etc description 1 analyze photograph drawing map inform direction project well overall budget constraint 2 ensure project feasibility continual evaluation structural integrity design practicality 3 create schedule project completion 3 perform adjust quantity calculation practical budgetary purpose 4 communicate team member well customer vendor ensure maximum cohesion fluidity project 5 forecast design construction time frame 6 inspect project sit ensure meet relevant code progress properly company sonia buildcon description role civil engineer company description 8 day day management site include supervise monitoring site labour force work subcontractor duration 2015 2016 role civil engineer construction renovation interior design building mall commercial complex villa etc description 1 undertaking technical feasibility study include site investigation 2 use range computer software develop detailed design 3 undertake complex calculation 4 liaise client variety professional include architect subcontractor 5 compile job spec supervise tendering procedure 6 resolve design development problem 7 manage budget project resource 8 schedule material equipment purchase deliveries 9 making sure project complies legal requirement especially health safety 10 assess sustainability environmental impact project 11 ensure project run smoothly structure complete within budget time company grandeurs realetors india description role civil site engineer company description description responsibility 1 evaluate overall cost materails labour subcontractor tool 2 regulated subcontractor work schedule equipement delivery 3 provide required document owner subcontractor 4 cheack regular basis project progrees devolopment 5 act main technical adviser construction site subcontractor craftspeople operatives 6 ensure material use work perform accordance specification 7 liaise consultant subcontractor supervisor planner quantity surveyor general workforce involve project responsibility
Civil Engineer,computer knowledge drafting tool autocadbntgbqlmkk package ms office application operate system windows 9x 2000 xp vistackekjofvwq detailexperiences experience india 1 work experience alia construction nallasopara west mumbai since june 2014 may 2015qunsobcudt civil engineer 1 year project handle project title yashwant orichids position site engineer location nallasopara w mumbai maharashtra 400097 indiaeducation detail srynoolxhuvssajhwmuxooc rajasthan board excellence polytechnic college civil engineer civil engineer site encharge skill detail autocadiqmadshiyn exprience 9 month civil engineer exprience 42 month draft exprience 9 month engineer exprience 42 month m office exprience 9 monthscompany detail company site encharge description location andheri e marol bus depot near maruti high school midc mumbai maharashtra 400093 india experience uae 1 currently work nova engineering work since may 2018 till date civil engineeriszogerzlf location flat 301 b al maha building university city road muweilah commercial near alfalah round sharjahbrbegnceae job responsibility achieve construction activity like excavation foundation pcc waterproof rcc shutter steel fix cast concrete masonry brick work plaster tile fix etc completion independently follow design engineer architecture structural updated draw minor change per site requirement need inspection cast column slab etc look construction activity make requisition facilitate arrangement procurement construction material execution civil interior exterior ground finish work site supervision job responsibility schedule work prepare verification sub contractor supplier bill work quantity verify quantity client engineer computer skill draft tool autocad package ms office application operate system windows 9x 2000 xp vista personal strength excellent communication skill hardworking sincerity honesty individual team work capability knowledge 5m minute manpower material machine management manage development program strategy thank view resume company kherwadi police station description mumbai maharashtra 400051 india 3 work experience om construction since january 2017 april 2018 civil engineer 1 4 year project handle project title 9 radha position senior engineer location dadar e hindu colony road 2 mumbai maharashtra 400014 project title lodha eternis company expert construction description project handle project title estado
Civil Engineer,personal skill passionate towards learn new skillsbntgbqlmkk hardworking sense responsibilityckekjofvwq computer skill autocad 2d 3d civil 3deducation detail january 2014 civil engineering chandrapur maharashtra nagpur university january 2010 diploma civil engineering mumbai maharashtra bajaj polytechnic january 2007 ssc industrial waste water nagpur maharashtra hindi city high school university board site engineer civil skill detail autocad exprience 6 monthscompany detail company talreja construction description diploma degree holder civil engineering branch apply post civil engineerqunsobcudt hop positive responserynoolxhuv thanks regard apeksha naharkarsajhwmuxoo
Civil Engineer,education detail bbntgbqlmkke civil engineering civil engineering chennai tamil nadu anna university qa qc civil engineer qa qc civil engineer skill detail company detail company ray engineering limited description mumbai indiackekjofvwq consultancy jacob engineering india limitsqunsobcudt united state company client glaxo smith kline gsk nashik indiarynoolxhuv position qa qc civil engineersajhwmuxoo project summary glaxo smith kline gsk british multinational pharmaceutical company indiaiqmadshiyn usd 150 million building project gskiszogerzlf project involve medicine manufacturing plant effluent treatment plant etp effluent drain line storm water linebrbegnceae duty responsibilities site inspection shall carry vise official inspection test request itr submit contractor proper channel develop method statement activity include risk assessment job safety environmental analysis inspection test plan checklist base specification project take care qa qc document entire project include certificate calibration test result inspection request non compliance report site instruction observation permanent material deliver qa qc document supervision check assure construction per final issue construction drawing project specification conduct joint inspection consultant client monitor control status punch list exception list relevant quality dossier 3 page career progression march 2016 still go company name gulf asia contract co llc dubai uae consultancy chawla architectural consulting engineer client geepas international ltd uae project name 2b g 19 roof building position qa qc civil engineer project summary geepas tower upcoming development uae enter guinness world record along project contractor gulf asia contract gac construction arm multi billion dollar business conglomerate rp group complete largest continuous concrete pour 19 793 cu 42 hour world dh600 million 163 million mid rise residential tower come al barsha dubai own western international group geepas duty responsibility organize implement conduct manage qa qc program per company quality policy coordinate document control technical submittals drawing etc project team ensure qa qc validation do ensure issue amendment recall controlled document coordinate inspection monitor required test record inspection test make pa contract plan contract specification liaise client representative conduct day day quality relate project activity coordinate project manager regard work performance hold authority stop work area discrepancy remain uncorrected cancel stop work order upon satisfactory correction note deficiency provide technical support project manager guidance site staff submission material approval request inspection shop drawing build drawing manual assist qa qc manager conduct internal quality audit ensure non conformance report ncr raise activity deviate contract specification normal construction industry practice 4 page coordinate project staff compile maintain pertinent record inspection test end contract pertinent record retention completion project attend monthly project review meeting prm alert project team potential problem company ray engineering limited description mumbai india consultancy toyo engineering india limit japan company client petronet lng limit dahej gujarat india position qa qc civil engineer project summary petronet lng liquefy natural gas ltd india biggest gas importer plant hike dahej importer terminal capacity 17 5 million ton petronet lng ltd set first lng terminal india capacity 10 million metric ton per year usd 400 million petronet project indian govt project involve air heater pipe rack substation pump house control room duty responsibilities take care qa qc document entire project include certificate calibration test result inspection request non compliance report site instruction observation permanent material deliver qa qc document responsible closure non conformance site instruction management system maintain standard safety comply company health safety environment requirement 2 page perform daily inspection test scope character necessary achieve quality construction require drawing specification work contract perform site cary inspection check quality relate procedure site ensure activity site per approve method statement inspection test plan coordinate consultant representative site charge inspection meeting quality problem include closure non compliance report company high view builder kerala india description project name g 8 floor building high view builder play major role implement new lifestyle kerala inception high view builder strictly follow aspect like time delivery quality trust turn brand construction project involve construction villa g 8 floor flat 1 page duty responsibility ensure understand application responsibility regard company environment health safety security quality standard ensure required material ppe available carry job smoothly safely advance proactively involved support project engineer throughout duration project maintain accurately detailed daily site report site condition progress resource available undertake activity throughout phase project coordinate sub contractor supplier site co coordinate employee timely completion work site deploy worker site per schedule maintain labor card conduct weekly meeting project engineer discus work progress
Civil Engineer,computer skill holder valid ksa license basic computer m office autocad 2006education detail january 2005 diploma bengaluru karnataka oxford polytechnic banglore civil engineer civil engineer utility powertech ltd skill detail company detail company utility powertech ltd description 1bntgbqlmkk project name nabinagar thermal power project aurangabad bihar client ntpc brbcl position civil engineer company dammam ksa description october 2008 june 2011 al nafjan al abad cockekjofvwq dammam ksa position civil engineer project undertaken 1qunsobcudt project name stc qatif l project 2065864 client department civil aviation main contractor al nafjan al abad corynoolxhuv consultant arif kinfolk 2sajhwmuxoo project name king fahad international airport client department civil aviation main contractor al nafjan al abad coiqmadshiyn consultant dar al hadassah project description dpf eleven buildingsiszogerzlf build 1 building 11 building typical three typebrbegnceae type 1 type 2 type 3 basically build senior staff saudi arabian police force army accommodation saudi arabia job responsibility plan project study drawing contract specification preparation material submittals follow consultant approval plan site installation activity mobilization man power material site start project lead team supervisor foremen worker monitor supervise execution equipment installation site guide work force complete project target time co ordination client consultant contractor preparation shop drawing subsequently build drawing preparation rfi bill variation claim timely order realize approval material technical submittals attend site coordination meeting deal client contractor prepare work progress execution project preparation weekly monthly progress report prepare progressive material take quantity ducting chilled water pip fitting insulation etc workshop drawing require accord approved work program prepare complete material take workshop drawing procurement company n padke description urban project mmrda andheri e mumbai company pba infrastructure ltd description project undertaken 1 project name 8 lean tipu sultan chok santnamdev chok client mumbai urban project mmrda andheri mumbai company govt ofj k description jammu client govt ofj k period 7 dec 2006 20 march 2007 job profile obtain approval material draw submittal consultant main contractor material takeoff require project accord workshop draw make request purchase department procurement material accord project plan coordination electrical plumbing civil contractor various site requirement arrange inspection instal work completion project estimate company civil aviation description company national highway authority india description 1 project name client national highway authority india paintha chock paripora sri nagar govt ofj k
Java Developer,education detail august 2010 may 2017 electronics communication jabalpur madhya pradesh asuhmczcwiomxxgpihzlqscaltygbcacfohazvdd
Java Developer,technical skill skill java sql pl sql c c bootstrap jsp ext j operate system windows tool toad eclipse soapbox postman databases oracle m sql m access m exceleducation detail january 2017 bbntgbqlmkkeckekjofvwq computer technology gondia maharashtra manoharbhai patel institute engineering technology hsc gondia maharashtra squnsobcudtmrynoolxhuvpsajhwmuxoo science college java developer java developer xoriant solution pvt ltd skill detail company detail company xoriant solution pvt ltd description pune period sept 2017 till date role java developer description resrent team responsible development various module hertziqmadshiyn responsible development screen portfolio look act primary control function develop webservices ensure hit xml jsoniszogerzlf build various module inbuilt hertz provide interface end user tasksbrbegnceae tool eclipse toad soapbox postman responsibility develop module backend middleware frontend bug fix proactive develop enhancement resolve application incident within define ucs create different task ticket well debug provide solution workflow resolve db issue provide technical support ba keep track deployment effect ongoing job contribution towards automation daily activity process base organization time within budget delivery meeting customer quality expectation maintain knowledge base domain know defect issue process development technique company xoriant solution pvt ltd description strong communication collaboration team building skill proficiency grasp new technical concept quickly utilize productive manner experience development web application resolve project relate issue minimal time able communicate effectively multifunctional team programmer technical staff level good knowledge java sql ext j jsp xml web service good interpersonal analytical skill proven ability resolve complex software issue
Java Developer,technical strength computer language java j2ee swift html shell script mysql databases mysql tool svn jenkins hudson weblogic12c software android studio eclipse oracle xcode operate system win 10 mac high sierra education detail june 2016 bbntgbqlmkkeckekjofvwq information technology goregaon maharashtra vidyalankar institute technology may 2013 mumbai maharashtra thakur polytechnic may 2010 mumbai maharashtra stqunsobcudt john universal school java developer java developer tech mahindra skill detail java exprience 21 month mysql exprience 21 month databases exprience 17 month j2ee exprience 17 month android exprience 6 monthscompany detail company tech mahindra description team size 5 environment java mysql shell scriptrynoolxhuv webserver jenkinssajhwmuxoo description formatter application take input file geneva modify file gmf geneva server read data generate bill backup bill invoice client customer btiqmadshiyn invoice would send across client billingiszogerzlf contribution play role java developer involve apply change request current modulesbrbegnceae work requirement analysis development user story also preform dev unit test user story handle e2e issue fix bug prepare require program level user level documentation company tech mahindra description team size 5 environment java ejb mysql shell script webserver weblogic12c server jenkins description staa encapsulation middleware layer act interface client operational support system legacy system transform legacy data various format tlv input form xml http staa validation do response send back end system back end system cs cosmos database business method deploy ejbs weblogic server share across various market face unit client contribution play role java developer involve create service use java j2ee work requirement analysis development user story also preform dev unit test user story handle e2e issue fix bug work migration java 1 6 java 1 8
Java Developer,education detail january 2013 master engineering information technology pune maharashtra mbntgbqlmkkickekjofvwqt january 2005 bachelor engineering information technology pusad maharashtra amravati university january 2001 pusad maharashtra pqunsobcudt nrynoolxhuv junior college january 1999 ssajhwmuxoosiqmadshiync pusad maharashtra kiszogerzlfdbrbegnceae high school java developer java developer maxgen technology skill detail company detail company maxgen technology description currently work infrasoft technology andheri java developer company mi generation tata sky tata power description course do android mobile app development technology java core java advance java jsf hibernate spring niit 2015 16 android project location detector compute mobile device android project data deduplication project work reduce redundant data system free memory store unique copy data location data help pointer access data java subject teach c language core java object orient program oot c database pps program problem solve ad advance database ia information assurance security android program skill c c java android database handle m access sql oracle national conference 1 paper present secure cipher index encrypt character data database date 28 29 april 2011 pimpri chinchwad college engineering pune
Java Developer,education detail pjlce java developer java developer skill detail c exprience le 1 year month c exprience le 1 year month java exprience le 1 year month ds exprience le 1 year month jdbc exprience 24 month hibernate exprience less 1 year month java j2ee exprience less 1 year month javascript exprience 6 month jquery exprience 6 month ajax exprience 6 monthscompany detail company almighty tech pvt ltd nagpur description 1bntgbqlmkk java developerckekjofvwq organisation almighty tech pvt ltd nagpur designationqunsobcudt java developerrynoolxhuv durationsajhwmuxoo 1st jan 2018 notice period 15 day job responsibility resolve bug develop project per user requirementiqmadshiyn knowledge program language c c d java swing jdbc j2ee java script jquery ajax m office exceliszogerzlf
Java Developer,technicalskills springmvc hibernate jdbc java j2ee azureweb suntechnologies service jsp strut servlet restapibntgbqlmkk script javascript ajax html jsonckekjofvwq opensourcetechnologies phpqunsobcudt database mssql mysql oraclerynoolxhuv webservers apachetomcatserversajhwmuxoo internettechnologiesand onesignalwebpushnotifications azurewebservices frameworks ionic html json operatingsystem windowsserver2012r2 winxp 7 8iqmadshiyn1 10 linux mac o education detail august 2013 july 2016 computer engineering nashik maharashtra late giszogerzlfnbrbegnceae sapkal coe nashik july 2009 june 2013 diploma computer technology nashik maharashtra k k wagh polytechnic nashik java developer java developer skill detail ajax exprience 12 month database exprience 24 month html exprience 24 month j2ee exprience 6 month java exprience 24 month spring mvc exprience 12 month ionic 3 exprience 6 month angular j exprience 6 month spring exprience le 1 year month java exprience le 1 year monthscompany detail company replete business solution pvt ltd description work java developer spring mvc mysql mssql java j2ee ajax javascript ionic 3 framework angular j etc technology
Java Developer,operate system windows xp 7 10bntgbqlmkk tool package visual basic 6ckekjofvwq0 uml packet tracer web technology core java advance java jsp hibernate spring language know c c database sql area interest software development program academic project detail diploma title banking software description use gsm technology transaction message security purposequnsobcudt environment o windows xp technology use frontend visual basic 6rynoolxhuv0 backend oracle 9i title single sign description create single sign mechanism network securitysajhwmuxoo environment o windows 7 technology use frontend java backend oracle 10g title text base graphical password overcome shoulder surf attack description create secure password system use random printing algoiqmadshiyn environment o windows 10 technology use frontend java backend mysql company title agriculture management system description create web application agriculture system farmingiszogerzlf environment o windows 10 technology use frontend hibernate backend mysql education detail june 2015 february 2018 computer computer pune maharashtra savitribai phule pune university june 2007 sbrbegnceaes c solapur maharashtra maharashtra secondary board java developer java developer skill detail java exprience 6 month databases exprience 6 month hibernate exprience less 1 year month jsp exprience le 1 year month servlet exprience less 1 year monthscompany detail company maxgen technology pvt ltd description 1 work java developer hibernate technology develop web application use jsp servlet hibernate company prakshal academy description work trainer teach n ccna rout switch
Java Developer,computer skill languages script jsp servlet html cs java script jquery ajax spring hibernate operating system microsoft window 2003 xp vista 7 8 database sql concept oops core java advance java development tool eclipse net bean ide web server apache tomcat 7bntgbqlmkk0education detail january 2007 hckekjofvwqsqunsobcudtc amravati maharashtra vidyabharati college january 2005 srynoolxhuvssajhwmuxooc amravati maharashtra holy cross english school java developer java developer kunal service pvt ltd skill detail eclipse exprience le 1 year month java exprience 14 month hibernate exprience less 1 year month spring exprience le 1 year month jquery exprience less 1 year monthscompany detail company kunal service pvt ltd description currently work java developer winsol solution pvt ltd 1 july 2017 till dateiqmadshiyn experience 2 yr java developer kunal service pvt ltdiszogerzlf
Java Developer,education detail january 2016 bbntgbqlmkke information technology pune maharashtra sawitribai phule pune university java developer java developer vertical software skill detail company detail company vertical software description expertise design development web application use j2ee servlets jsp javascript html cs jquery ajax jsonckekjofvwq experience develop application use mvc architecturequnsobcudt good understanding software development life cycle phase requirement gather analysis design development unit testingrynoolxhuv languages open source java j2ee spring hibernate frame work script language server java jsp servlets db connectivity side program jdbc javascript jquery ajax json application server tomcat database mongodb mysql ides eclipse 1sajhwmuxoo project title expense ledger role java developer tool technology java jsp servlet mysql javascript json jquery ajaxiqmadshiyn 2iszogerzlf project title trimurti developer realestate role java developer tool technology java jsp servlet mysql javascript json jquery ajaxbrbegnceae 3 project title vimay enterprise role java developer tool technology java jsp spring hibernate maven jquery ajax company higher secondary school description pune 58 8
Java Developer,technical skill program language java servlet jsp spring boot bntgbqlmkk web technology html5 css3 bootstrap javascript jquery ajax angularjsckekjofvwq database mysqlqunsobcudt ide tool eclipse spring tool suit net bean sublime text atomrynoolxhuv operate system windows xp 7 8 10sajhwmuxoo achievement java developer certificate unanth technical instituteiqmadshiyn java certificate solo learniszogerzlf command line crash course certificate udemybrbegnceae job detail education detail january 2018 c pune maharashtra pune university january 2015 b c amravati maharashtra amravati university january 2012 h c amravati maharashtra amravati university january 2010 c amravati maharashtra amravati university java developer full stack java developer skill detail css exprience le 1 year month ajax exprience le 1 year month servlet exprience less 1 year month html5 exprience le 1 year month spring exprience le 1 year month java exprience le 1 year month jquery exprience less 1 year month jsp exprience le 1 year month javascript exprience le 1 year month bootstrap exprience le 1 year month spring boot exprience less 1 year monthscompany detail company salcluster technology description work java developer develop 3 project use java servlet jsp ajax web technology company salcluster technology llp description technology core java servlet jsp html5 css3 bootstrap javascript jquery ajax bootstrap project detail 1 title gst sale bill software status complete duration 1 5 month abstract web application make use java servlet jsp javascript jquery ajax mysql back end client website use billing include gst billing generate print invoice five master page four common page master include customer master item master uom master setup master reason master common page like sale order payment sale return invoice 2 title dinman news website status complete duration 1 month abstract website project use java servlet jsp javascript jquery ajax mysql back end client website use display online video text news 2 title agri management website status complete duration 1 5 month abstract website project use java servlet jsp javascript jquery ajax mysql back end use purchase sell vegetable india company omegasoft technology pvt ltd description company name omegasoft technology pvt ltd iso certify company duration 5 month technology java spring hibernate angularjs ajax kendoui bootstrap architecture mvc architecture service base program project module login registration role assignment payment internship project detail 1 title employment time status complete duration 4 month abstract website project use java spring hibernate angular j ajax mysql back end client website use post newspaper india 12 module admin panel e paper post subscription many light weight website build use mvc architecture service base architecture also post advertisement website share news facebook social medium directly payment module user able make payment online debit credit card e wallet
Java Developer,skill 1 team lead 2 self motivate 3 hard work strength ready learn new programming languages punctual discipline respectfulnessbntgbqlmkk declaration hereby inform statement make true best knowledge beliefckekjofvwq education detail august 2014 july 2017 mca computer sciene amravati maharashtra sgbau amaravti java web developer skill detail core java jsp servlet spring hibernate strut javascript exprience 6 monthscompany detail company salcluster technology description 1qunsobcudt java web developer 2rynoolxhuv jsp servlet sprinng mvc technology
Java Developer,skill language java operate system windows linux centos 6bntgbqlmkk6 database oracle sql derby embed db ide eclipse oxygen tool sonarqube puttyckekjofvwq responsibilitis participate requirement gather design development meetingsqunsobcudt review code debug error improve performancerynoolxhuv coordinate system partner finalize design confirm requirementssajhwmuxoo consistently meet deadline requirement production work ordersiqmadshiyn collaborate developer identify alleviate number bug software provide maintenance development bug fix patch set exist applicationsiszogerzlf education detail bachelor engineering computer savitribai phule pune university java developer java developer aurus tech pvtbrbegnceae ltd skill detail java exprience 32 month linux exprience 6 month adavance java exprience less 1 year month derby exprience le 1 year month oracle exprience le 1 year monthscompany detail company aurus tech pvt ltd description 2 year experience work payment gateway solution provider core java hardworking java developer enthusiastic work multicultural team company aurus tech pvt ltd description participate requirement gather design development meeting review code debug error improve performance coordinate system partner finalize design confirm requirement consistently meet deadline requirement production work order collaborate developer identify alleviate number bug software provide continued maintenance development bug fix patch set exist application
Java Developer,education detail august 2010 may 2017 electronics communication jabalpur madhya pradesh takshshila institute technology java developer skill detail java javascript exprience 6 monthscompany detail company wab softwere pvtbntgbqlmkk ltdckekjofvwq description jrqunsobcudt java developer
Java Developer,technical skill train project acquire skill language know c c j2ee spring hibernatebntgbqlmkk test functional test manual testingckekjofvwq operate system windows linuxqunsobcudt package ms officerynoolxhuv database sql postgresqlsajhwmuxooeducation detail january 2013 january 2017 biqmadshiyne computer science engineering rtmnu university jhulelal institute technology january 2011 january 2013 hsc nagpur maharashtra maharashtra state board dayanand arya kanya junior college january 2010 january 2011 ssc nagpur maharashtra maharashtra state board java developer java developer inouvelle venture private limit skill detail j2ee exprience 17 month c exprience 6 month databases exprience 6 month functional test exprience 6 month linux exprience 6 monthscompany detail company inouvelle venture private limited description nagpuriszogerzlf 1brbegnceae project name stock management system december 2017 till date language implementation angular frontend java j2ee spring hibernate framework backend postgressql database role java developer operate system windows xp 07 08 description stock management system specially develop medicinal market software develop keep track medicine ailment surgical equipment also keep track wholesaler retailer employee customer company stock management system practice order store track control inventory debtor invoice software help small business freelancer keep track company asset stock management may also call stock control inventory management inventory control company inouvelle venture private limited description project profile company inouvelle venture private limited description language implementation angular frontend java j2ee spring hibernate framework backend postgressql database role java developer manual test operating system windows xp 07 08 description project do oldest printing press nagpur propose web base print press management system design accord user system requirement fulfil exist problem system offer product service enhance organization growth efficiency profitability
Business Analyst,education detail computer science mumbai maharashtra mumbai university hsc mumbai maharaintakupehtrjlvcldvdwkshjkpmgzekopwdizkdf
Business Analyst,technical skill application server iis 6bntgbqlmkk0 jboss 7ckekjofvwq1qunsobcudt database sql oracle db2rynoolxhuv report tool ireport crystal reportsajhwmuxoo career grapheducation detail business analyst business analyst zensar technology ltd skill detail crystal report exprience 15 month database exprience 6 month db2 exprience 6 month ii exprience 6 month iis 6 exprience 6 monthscompany detail company zensar technology ltd description location goregoan mumbai client sun pharmaceutical designation business analystiqmadshiyn role requirement gather gap analysis support end user training documentationiszogerzlf company proteus technology pvt ltd description base information management pvtbrbegnceae ltd mumbai base software service provider core competency proven track record installation enterprise wide solution base customer come industry wide pharmaceutical life science plastic engineering chemical company wing infonet pvt ltd description solution provider company company provide comprehensive technology solution account trade payroll asset management firm across world company hiral tektronix pvt ltd description software relate recruitment hrms account payroll job responsibility erp implementation go live support document user requirement develop specification customization integrate module integration test extend post go live support include train support end user draft functional requirement erp system represent process function involve guide user use various module management various functional issue deliver awareness various report available erp system day day transaction mis report department system audit better result follow ups observation develop design report use ireport crystal report
